Id,black,dup,noisy
KOnKuc,False,False,False
60ogVL,False,False,False
dmgudW,False,False,False
NK0ITy,False,False,False
vc1dRO,False,False,False
Puz2qk,False,False,False
zBgcBZ,False,False,False
KYrdRN,False,False,False
K9qOck,False,False,False
pGwvip,False,True,True
v0W9ga,False,False,False
wCHhDD,False,False,False
H9xV27,False,False,False
1hHkvi,False,False,False
HOfNSY,False,False,False
zKh23K,False,False,False
D3nUVW,False,False,False
NJCf6Q,False,False,False
yWKG2d,False,False,False
TEimCW,False,False,False
oUQ5GW,False,False,False
OQquvD,False,False,False
IzBYnU,False,False,False
ib3GiC,False,False,False
UvmFoH,False,False,False
RdoH6O,False,False,False
cTTVfM,False,False,False
Xqie2t,False,False,False
f8INv2,False,False,False
YB6Ynx,False,False,False
obIyz8,False,False,False
acaNQT,False,False,False
v0FBJw,False,False,False
YGlgig,False,False,False
F6eFwE,False,False,False
ZWcgwV,False,False,False
L0Zkos,False,False,False
3n0afI,False,False,False
XB9iI9,False,False,False
ikamPB,False,False,False
PQSc1k,False,False,False
ExxngG,False,False,False
JaOo3k,False,False,False
nxJ94A,False,False,False
H3Jud0,False,False,False
eThZRW,False,False,False
F6VmgN,False,False,False
j9yudC,False,False,False
eYRMEu,False,False,False
k2CAzP,False,False,False
9Mwyk3,False,False,False
09w7Kf,False,False,False
b55Efs,False,False,False
HJ2GWR,False,False,False
py544K,False,False,False
0zxWmL,False,False,False
9PsYtc,False,False,False
exLCFU,False,False,False
QdIRao,False,False,False
0QJ86j,False,False,False
ungG1m,False,False,False
2UszDG,False,False,False
s5LSal,True,False,True
MehEUa,False,False,False
wxfeqe,False,False,False
lTvdur,True,False,True
bm5UzZ,False,False,False
6AA5xh,False,False,False
9CERWx,False,False,False
Mcsj2p,False,False,False
viLMHR,False,True,True
gwgkxm,False,False,False
86JgA5,False,False,False
MKqDv9,False,False,False
XIhZvO,False,False,False
ELShUN,False,False,False
TFQTlV,False,False,False
cvYDvW,False,False,False
lEfbqc,False,False,False
zroIrQ,False,False,False
LL2Zgx,False,False,False
z0yP02,False,False,False
OmnZMw,False,False,False
23EN9Q,False,False,False
UjvfBb,False,False,False
DpFK5z,False,False,False
RCVMq4,False,False,False
zEopSD,False,False,False
rOLVH3,False,False,False
QPmkas,False,False,False
oLbvuV,False,False,False
loqSZu,False,False,False
KCbueX,False,False,False
GrG37z,False,False,False
XOWqL2,False,False,False
Cw6VCV,False,False,False
WkuzLR,False,True,True
wijmn5,False,False,False
DBl9zM,False,False,False
9GjiGK,False,False,False
Kn4uEu,False,False,False
Bv8v9v,False,False,False
5Yzdup,False,False,False
BILGfM,False,False,False
RZpiPo,False,False,False
ht3e0A,False,False,False
Sl1T7V,False,False,False
B0K1P4,False,False,False
tu58tq,False,False,False
vYfQEn,False,False,False
7vemG4,False,False,False
9cGhhu,False,False,False
HrWiA5,False,False,False
lKjWa8,False,True,True
pte7mU,False,False,False
9euoSM,False,False,False
c4zabv,False,False,False
EWGRAO,False,False,False
OJ60BM,False,False,False
rf7kG0,False,False,False
pyP9P5,False,False,False
PqTtzW,False,True,True
ZWpO5L,False,False,False
hp1PM8,False,False,False
GMgrko,False,False,False
Buq6B0,False,False,False
K4Pk0q,False,False,False
b2E7yW,False,False,False
hXPGEB,False,False,False
OW2ohY,False,False,False
NejmQL,True,False,True
TG0VYg,False,False,False
GQh1gN,False,False,False
HBcNc4,False,False,False
svPxrV,False,False,False
BfwzvP,False,False,False
PF8n1g,False,False,False
5hCLUt,False,False,False
beqT2k,False,False,False
7hnCVc,False,False,False
6A4dF7,False,False,False
v6QC9h,False,False,False
2OG00M,False,False,False
SsAqs8,False,False,False
zl9mLv,False,False,False
QfTAuY,False,False,False
eg8M7L,False,False,False
JFXAvY,False,False,False
URcjrA,False,False,False
iaCJBk,False,False,False
MshLtl,False,False,False
CvoDmm,False,False,False
u45JaP,False,False,False
EeKlbo,False,False,False
ozsiw6,False,False,False
Ln8IEW,False,False,False
EEj4uL,False,False,False
HRR7aN,False,False,False
oLvPEK,False,False,False
er2p3e,False,False,False
fNRX9o,False,False,False
2hNse2,False,False,False
QRIXC7,False,True,True
HGj9sR,True,False,True
Kc9fMM,False,False,False
BKRBLB,False,False,False
2O5HcI,False,False,False
bR5FZX,False,False,False
ZaTNaL,False,False,False
TQ4fGW,False,False,False
E52HBK,False,False,False
OKIuRH,False,False,False
9d9aLg,False,False,False
so4P40,False,False,False
trXl1A,False,False,False
CNauTR,False,False,False
Tg8VxE,False,False,False
Am6WBM,False,False,False
m8jqXq,False,False,False
RANwbf,False,False,False
vfGLuP,False,False,False
g2flQz,False,False,False
auId3f,False,False,False
KgR9YB,False,False,False
VxO4Mb,False,False,False
zNqwZ0,False,False,False
xfrYpC,False,False,False
BGrLva,False,False,False
h9LHPt,False,False,False
7MTUQD,False,False,False
ZXOlfk,False,False,False
AucppG,False,False,False
qM8Y2O,False,False,False
6GCYPU,False,False,False
gmSuBf,False,False,False
PRK54g,False,False,False
uDQnxE,False,False,False
6K9qf3,False,False,False
Z8CusA,False,False,False
t5JYkg,False,False,False
8jAd0P,False,False,False
d2CZkG,False,False,False
raBgap,False,False,False
KaRwyl,False,False,False
C8FaHI,False,False,False
sqqvIK,False,False,False
pvkByd,False,False,False
IC8Sep,False,False,False
0GDP9V,False,False,False
PdoN9t,False,False,False
QlZgW3,False,False,False
GCySub,False,False,False
CuWqwE,False,False,False
wyAgx0,False,False,False
xwYBdK,False,False,False
aBZsiC,False,False,False
KMGrTf,False,False,False
hCcx7T,False,False,False
4Q69Cp,False,False,False
Rhx6ky,False,False,False
gFYRv4,False,False,False
XL6ujq,False,False,False
TTYDBm,False,False,False
U0VWRs,False,False,False
IzzRSF,False,False,False
bNjTRr,False,False,False
xYDjqz,False,False,False
8nw4eD,True,False,True
f3K1zV,False,False,False
DdCFiJ,False,False,False
YGRFRs,False,False,False
10QSMc,False,False,False
3v8nys,False,False,False
ndNM6p,False,False,False
dN3MbR,False,False,False
qzmiai,False,False,False
nJhWvM,False,False,False
vzg1b1,False,False,False
olu3EX,False,True,True
Ml6iRl,False,False,False
6XPGjd,False,False,False
WEPxix,False,False,False
FkYdAP,False,False,False
YU28AB,False,False,False
t8z8w0,False,False,False
JEYR0v,False,False,False
DBsrwj,False,False,False
9tGv1X,False,False,False
5H6JcV,False,False,False
p3JHGh,False,False,False
LF5a9y,False,False,False
zS1Rr0,False,False,False
O8Ig2T,False,False,False
i7JoGV,False,False,False
xARFTh,False,False,False
clx7O5,False,False,False
aPIpgB,False,False,False
Qy3jAd,False,False,False
TjAPH8,False,False,False
iXb6tq,False,False,False
Mv5Xao,False,False,False
PpCvR8,False,False,False
7cguac,False,False,False
JaO2VT,False,False,False
Rpyitd,False,False,False
Fb2SJ2,False,False,False
e2pPRO,False,False,False
Sr8zxa,False,False,False
cLlTUu,False,False,False
EAGguD,False,False,False
BE5ZcX,False,False,False
m2lMN0,False,False,False
PluvFz,False,False,False
Tb4kL0,False,False,False
0bCMWO,False,False,False
nRsVjX,False,False,False
fGrxja,False,False,False
xOJ0GU,False,False,False
toZ5tK,False,False,False
l5ECOG,False,False,False
sm5ou8,False,False,False
Ml3F2I,False,False,False
JLs0nW,False,False,False
eHNgBt,False,False,False
ncN33A,False,False,False
ty4MRN,False,False,False
OaZzPa,False,False,False
tEWHUO,False,False,False
idcXlN,False,False,False
6gHR2H,False,False,False
36EYS6,False,False,False
cfaU26,False,False,False
l5ATMc,False,False,False
Lupd2B,False,False,False
dp4CjA,False,False,False
ixcS8O,False,False,False
IXBbU5,False,False,False
COK2PG,False,False,False
UdcmzI,False,False,False
8SINa4,False,False,False
HeJRpk,False,False,False
gJ1hfM,False,False,False
8AKTrt,False,False,False
IvEoYo,False,False,False
XB0O9h,False,False,False
DKkqwd,False,False,False
KSsv9S,False,False,False
fqd5a4,False,False,False
3Zechj,False,False,False
PFdMGP,False,False,False
jG2ORQ,False,False,False
LsU1na,False,False,False
K1N7rl,False,False,False
GytKIF,False,False,False
QYqhwW,False,False,False
xEKSQr,False,True,True
ARJmNd,False,False,False
Gfdnur,False,False,False
NFlCqR,False,False,False
RJ2oRn,False,False,False
ZRixfz,False,False,False
gYuFiO,False,False,False
kato8n,False,False,False
P21fsB,False,False,False
QYLdvp,False,False,False
jDQapT,False,False,False
73QKuZ,False,False,False
c0ih3u,False,False,False
Zdduuy,False,False,False
2fBkKC,False,False,False
hbzFtg,False,False,False
S21O1L,False,False,False
ZZeWrl,False,False,False
Wry0Uq,False,False,False
u0MgIG,False,False,False
u1kosx,False,False,False
tsu2V0,False,False,False
UVxeuF,False,False,False
raQ3Nq,False,False,False
LCKOkt,False,False,False
rfNsEB,False,False,False
9BtC98,False,False,False
bILIxV,False,False,False
9Lbzgz,False,False,False
YcZ0Qt,False,False,False
tfbGSP,False,False,False
cNKDvN,False,False,False
vKPeug,False,False,False
uinGUX,False,False,False
0rARM6,False,False,False
cfZrrH,False,False,False
G7oPet,False,False,False
UqCbEO,False,False,False
Rv7rdN,False,False,False
v8YPMV,False,False,False
xaEsfb,False,False,False
7K4lSw,False,False,False
i6HtdT,False,True,True
NLXmcY,False,False,False
lMOTU6,False,False,False
5aNjPq,False,False,False
GjL7a8,False,False,False
Cce6WP,False,False,False
Pze47X,False,False,False
YRplqN,False,False,False
5IC5Cz,False,False,False
DwgRBA,False,False,False
MjHJGv,False,False,False
TLxRmS,False,False,False
3l9l7d,False,False,False
UD7omF,False,False,False
jPtqZ7,False,False,False
SYE2d0,False,False,False
CAmcLZ,False,False,False
WDFvCz,False,False,False
W91hX9,False,False,False
1XUwmp,False,False,False
49hWNo,False,False,False
suKL6D,False,False,False
RI7vaD,False,False,False
8TabgQ,False,False,False
FqkqFz,False,False,False
WDvhBe,False,False,False
TAXKCZ,False,False,False
hfujpc,False,False,False
z90LUa,False,False,False
8zbjCG,False,False,False
R8levu,False,False,False
ZAwCeW,False,False,False
phwOp2,False,False,False
uFpw0L,False,False,False
Ic8glj,False,False,False
1lFuSk,False,False,False
PYtbq1,False,False,False
AwWqyV,False,False,False
Hlhpcj,False,False,False
jjLR04,False,False,False
qddOx7,False,False,False
iOj1WK,False,False,False
fxBjN4,False,False,False
Swn7Wm,False,False,False
YGnreW,False,False,False
7zuuBL,False,False,False
7Uom2O,False,False,False
bQJJno,False,False,False
PESZaH,False,False,False
HnorEf,False,False,False
bP6fiu,False,False,False
fIWmzr,False,False,False
EEPMv4,False,False,False
r8R2vf,False,False,False
XE0puo,False,False,False
HtG3Ci,False,False,False
mRi6u9,False,False,False
4iXzNE,False,False,False
v8ykVY,False,False,False
AJQGoN,False,False,False
P35qK4,False,False,False
3lWtA9,False,False,False
SBwbiZ,False,False,False
E6xHxJ,False,False,False
E3dAke,False,False,False
C64LNA,False,False,False
qcNrsi,False,False,False
eDqNmY,False,False,False
tpPojD,False,False,False
hd7A2m,False,False,False
jpW8II,False,False,False
AyEFTe,False,False,False
felrTK,False,False,False
Xd4Cgb,False,False,False
gDVdCt,False,False,False
ISuSr3,False,False,False
li0JXf,True,False,True
kVX5Uh,False,False,False
60TtB7,False,False,False
zyLxQY,False,False,False
iS12t1,False,False,False
FflRku,False,False,False
NBBaSW,False,False,False
1wbMOw,False,False,False
dNY3B0,False,False,False
GCpJtm,False,False,False
KQgGUw,False,False,False
2eXqKC,True,False,True
Zk42fi,False,False,False
nH0gKt,False,False,False
VKNyny,False,False,False
lN2Blq,False,False,False
MeVekJ,False,False,False
Uq1Uch,True,True,True
ebOfsP,False,False,False
gu67hV,False,False,False
24iKT3,False,False,False
inmjCR,False,False,False
I9X4BZ,False,False,False
4wBDLS,False,False,False
kS6gfJ,False,False,False
A6lWYO,False,False,False
lpsZ1N,False,False,False
UvSSut,False,False,False
Ac6xzF,False,False,False
NyMtTK,False,False,False
wrJ9Kf,False,False,False
xtuGiU,False,False,False
A7qwjK,False,False,False
U2Ipw8,False,False,False
XcvuWJ,False,False,False
Dtu3x0,False,False,False
If0EZC,False,False,False
1R7oeP,False,False,False
izVnUU,False,False,False
xwKs4E,False,False,False
AolL8G,False,False,False
Rvg0xC,False,False,False
8vCsff,False,False,False
ZtJsDG,False,False,False
O8zIM0,False,False,False
HHqyqc,False,False,False
DguQ41,False,False,False
q5MKQ1,False,False,False
QqQKCz,False,False,False
u1x0c7,False,False,False
Bn1xHZ,False,False,False
GSxx8q,False,False,False
Pri6Xt,False,False,False
LPhlfJ,False,False,False
BH1MSU,False,False,False
JY4UwG,False,False,False
ggjBSF,False,False,False
a782Fb,False,False,False
oSCxRK,False,False,False
SBedoL,False,False,False
ntnGId,False,False,False
jk26dJ,False,False,False
SVdXDf,False,False,False
5hTao4,False,False,False
DInAv1,False,False,False
BJcARW,False,False,False
uL3eyj,True,False,True
7xOVxq,False,False,False
0nrgXz,False,False,False
W11sqN,False,False,False
uF0fIK,True,False,True
54Vkk8,False,False,False
zNKhtf,False,False,False
FfQKCM,True,False,True
zgF7Jz,False,False,False
9W1Kt9,False,False,False
dihuMU,False,False,False
UuUNep,False,False,False
0hP9mF,False,False,False
yR23CV,False,True,True
UwqgPH,False,False,False
Ua18RY,False,False,False
v1Dx6z,False,False,False
OM0Rox,False,False,False
nqoJA7,False,False,False
ukZqoY,False,False,False
VvE1iO,False,False,False
9hXOPn,False,False,False
nFDj1X,False,False,False
xSwM1C,False,False,False
73iB19,False,False,False
hjnh9J,False,False,False
4IRBoM,False,False,False
90p5gS,False,False,False
2WeDvo,False,False,False
GYo1XE,False,False,False
6C61LI,False,False,False
UDlnAs,False,False,False
cqtDo2,False,False,False
iP8HAf,True,True,True
5cVmsF,False,False,False
eIZFlc,False,False,False
p5tPYx,False,False,False
Qqb8Hz,False,False,False
H99mGR,False,False,False
8kpquE,False,False,False
CEX1g1,True,False,True
tm6mTe,False,False,False
w9ufuS,False,False,False
VmcVLL,False,False,False
kYpFrX,False,False,False
bCDZkA,False,False,False
jdQAWx,False,False,False
RU41bR,False,False,False
7CbOib,False,False,False
WUR24J,False,False,False
zM901c,False,False,False
mFGHn3,False,False,False
RfLCAR,False,False,False
6wkS8Z,False,False,False
wwMtaz,False,False,False
yLdl0x,False,False,False
EJAqPZ,False,False,False
QDfkQ2,False,False,False
HBofdm,False,False,False
hVreGh,False,False,False
vGBC3e,False,False,False
NvWbZ0,False,False,False
JIeX0Z,False,False,False
c2JPvG,False,False,False
lw86Wt,False,False,False
zEvUmy,False,False,False
FfcW7m,False,False,False
F1U4e9,False,False,False
rnHSIc,False,False,False
danZbN,False,False,False
nKI6pU,False,False,False
EIGn2T,False,False,False
upzYSf,False,False,False
h4ySae,False,False,False
WY67kY,False,False,False
N76A79,False,False,False
3C9VcB,False,False,False
zY9B3n,False,False,False
4RRGsb,False,False,False
6BqNKH,False,False,False
GtM2rB,False,False,False
D95haA,False,False,False
HgU9LL,False,False,False
DOqka0,False,False,False
YTsq5H,False,False,False
Bu5dkT,False,False,False
S5qgzQ,False,False,False
ZoJcQ1,False,False,False
XsWlxv,False,False,False
9P03Jr,False,False,False
HHG2qd,False,False,False
TkvryF,False,False,False
huf60i,False,False,False
cKMlr5,False,False,False
JKQWfL,False,False,False
eS7AFz,False,False,False
Zumwaz,False,False,False
UJkFtz,False,False,False
MKkUnq,False,False,False
dNxjGh,False,False,False
Sx1xmN,False,False,False
yNwy1P,False,False,False
Zgd9qI,False,False,False
piVbat,False,False,False
GHpqdh,False,False,False
xOEpkt,False,False,False
8zdaA7,False,False,False
WNs7Js,False,False,False
RWkOBe,False,False,False
GdQ145,False,False,False
sGicN0,False,False,False
kUUZCV,False,False,False
Kc2qce,False,False,False
otTm36,False,False,False
H4u5Cz,False,False,False
qTfs4v,False,False,False
pWfKPo,False,False,False
GuqPyp,False,False,False
E1B4q8,False,False,False
f5eabt,False,False,False
dvC4qe,False,False,False
Y9OgGW,False,False,False
SRHl9M,False,False,False
Wh4WVi,False,False,False
hEHZA5,False,False,False
91O77c,False,False,False
EvW4wZ,False,False,False
YbrAzg,False,False,False
bY5QlC,False,False,False
H1GvcM,False,False,False
yrjO1l,False,False,False
AWitVs,False,False,False
ed8y9x,False,False,False
4ablJW,False,False,False
CWNpCI,False,False,False
RUZOQf,False,False,False
3EE2SQ,False,False,False
t4NlqC,False,False,False
we9PpJ,False,False,False
Eomjsw,False,False,False
2J2eC7,False,False,False
toNbQr,False,False,False
xd91OW,False,False,False
Y0DyM4,False,False,False
z3kPUG,False,False,False
Kkbhf4,False,False,False
BY6VhM,False,False,False
ZcBO07,False,False,False
SzenJ0,False,False,False
SdGpp4,False,False,False
bq3K3z,False,False,False
RoGvOB,False,False,False
J3WRwN,False,False,False
CAWhNq,False,False,False
vJxSUE,False,False,False
QnzpAG,False,False,False
mcSYre,False,False,False
PiF03r,False,False,False
fcNIwx,False,False,False
DYz9kj,False,False,False
yAFeLM,False,False,False
wirHXq,False,False,False
wONfgX,False,False,False
3vwlD5,False,False,False
XKAhmA,False,False,False
ger9O9,False,False,False
dpojZs,False,False,False
Uzx06I,False,False,False
Ukf3rU,False,False,False
BT4xUw,False,False,False
IT8pWg,False,False,False
fZELsU,False,False,False
bmOZfd,False,False,False
Xq5L6G,False,False,False
WCFwqF,False,False,False
RojYX8,False,False,False
3SIG13,True,False,True
9cfP1t,False,False,False
askIQd,False,False,False
Ch3XFi,False,False,False
MhFzsk,False,False,False
pJ59tS,False,False,False
kzIvTt,False,False,False
OAFOs0,False,False,False
otTbRn,False,False,False
rtRkNa,False,False,False
7fW3wJ,False,False,False
aiP71X,False,False,False
XUcfzd,False,False,False
ETbZ0a,False,False,False
EZwtwQ,False,False,False
KUIsUG,False,False,False
t430ki,False,False,False
1DufcQ,False,False,False
XAoJOH,False,False,False
TrLNZV,False,False,False
aNrCsI,False,False,False
RHfIcL,False,False,False
jikzBz,False,False,False
NEj5cX,False,False,False
Yd8yzQ,False,False,False
PxrI2C,False,False,False
N09Mfm,False,False,False
Mp7aHX,False,False,False
R65h7g,False,False,False
M1MjaW,False,False,False
7gHBic,False,False,False
68GJ6x,False,False,False
eX47CQ,False,False,False
vYXxle,False,False,False
fF8E0I,False,False,False
O3Mbdd,False,False,False
4NtV43,False,False,False
c3UbhA,False,False,False
A7iV9W,False,False,False
Ks9vSU,False,False,False
9RGyez,False,False,False
bqVNE3,False,False,False
CyLlVC,False,False,False
YhYvmO,False,False,False
dL6uCD,False,False,False
jvbQb7,False,False,False
fOPbNu,False,False,False
5eQGVR,False,False,False
64Repe,False,False,False
EquxBk,False,False,False
N0g7ZW,False,False,False
SVxAro,False,False,False
8cYIkN,False,False,False
wQs0k3,False,False,False
ZLar5T,False,False,False
866MIp,False,False,False
YU8wxg,False,False,False
evR20B,False,False,False
yAQ1nK,False,False,False
FrT8Fn,False,False,False
CLp7VE,False,False,False
eD5xT0,False,False,False
Zpaozn,False,False,False
zpbreI,False,False,False
cr640Q,False,False,False
Jfob8I,False,False,False
YWIQIf,False,False,False
Hv3akF,False,False,False
VrJyz2,False,False,False
KDBfKu,False,False,False
3e9jhw,False,False,False
Fi3jIQ,False,False,False
9nBxi6,False,False,False
MVTEj6,False,False,False
eTrnOe,False,False,False
iolv7U,False,False,False
gkSToy,False,False,False
kVPWYF,False,False,False
xJtFAi,False,False,False
8A5JR8,False,False,False
zV1gX0,False,False,False
vBW9Iz,False,False,False
2T2wIy,False,False,False
NYubDl,False,False,False
YMbD4D,False,False,False
vS7k1f,False,False,False
cuqVKs,True,False,True
h2cXOd,False,False,False
QpZZqv,False,False,False
T3n2dw,False,False,False
teDid1,False,False,False
926hla,False,False,False
OXQo5x,False,False,False
sZumjR,False,False,False
gKR7CJ,False,False,False
iTRP5t,False,False,False
qeCnSC,False,False,False
a1gZig,False,False,False
HqWnNz,False,False,False
niIi52,False,False,False
vV0VZ6,False,False,False
fxAsO6,False,False,False
dOgczw,False,True,True
nwhYoV,False,True,True
u6n5vK,False,False,False
IZKvit,False,False,False
IUrLWz,False,False,False
Trjn4V,False,False,False
1vl6Ep,False,False,False
3z9AV5,False,False,False
Gumnoe,False,False,False
F7tp1N,False,False,False
zG46s8,False,False,False
RQIWcn,False,False,False
RrZfTX,False,False,False
AQ1OSz,False,False,False
4ZbyUn,False,False,False
RGFYrD,False,False,False
HKEDbM,False,False,False
4g6kH4,False,False,False
gn5f0X,False,False,False
sLUkmX,False,False,False
FnCSpi,False,False,False
MJLgxW,False,False,False
0eUJdK,True,False,True
diLPne,False,False,False
SjFXcD,False,False,False
aQjEJd,False,False,False
N7I8SY,False,False,False
Gm3W9b,False,False,False
UNRj1Y,False,False,False
UcOIum,False,False,False
5IUhyW,False,False,False
WUTKN8,False,False,False
0jV19m,False,False,False
4Kh15g,False,False,False
69aoDg,False,False,False
FpDFdP,False,False,False
f4OLy8,False,False,False
qbecrp,False,False,False
DTlQjE,False,False,False
PsCqot,False,False,False
yNj6vz,False,False,False
vsLuez,False,False,False
0dEvpp,False,False,False
ighHRO,False,False,False
nx8Euo,False,False,False
B0T7ZS,False,False,False
GzDCuf,False,False,False
U7YPpg,False,False,False
cBwllb,False,False,False
kmiZX4,False,False,False
idZe7w,False,False,False
6Zgjmk,True,False,True
yKGbhb,False,False,False
O0x14Y,False,False,False
gN1PUI,False,False,False
no4GJy,False,False,False
iaEe8g,False,False,False
Z5hpCD,False,False,False
wVXQh1,False,False,False
E8tww9,False,False,False
aTi1JG,False,False,False
em7AKe,False,False,False
KOkX91,False,False,False
EATSrR,False,False,False
B8fWxe,True,False,True
10c4bf,False,False,False
E8FlQ7,False,False,False
rmc8yw,False,False,False
qHqt0R,False,False,False
XmJJJK,False,False,False
exQ0Kf,False,False,False
9zdzkI,False,True,True
7TwSnV,False,False,False
FmF4Mh,False,False,False
qDwP0n,False,False,False
xYE3Cl,False,False,False
fgJyt9,False,False,False
jW6EId,False,False,False
HBj8H9,False,False,False
YuoE1H,False,False,False
5EdOzR,False,False,False
E6DQmJ,False,False,False
ka2i3z,False,False,False
eQ64NV,False,False,False
pVgJIn,False,False,False
KpiIS7,False,False,False
qpiEOF,False,False,False
ks270T,False,False,False
rCJyUd,False,False,False
OxtN7u,False,False,False
6JDJwp,False,False,False
BMsXXn,False,False,False
7cjIUM,False,False,False
ubSfbI,False,False,False
U8DCRk,True,False,True
U0I5iV,False,False,False
1zi47D,False,False,False
FsrP64,False,False,False
Xkhhbr,False,False,False
CBH7w0,False,False,False
8qWzHd,False,False,False
T3zD8s,False,False,False
pEJpg5,False,False,False
DaHK1Y,False,False,False
uffIoY,False,False,False
gTMhDA,False,False,False
cVL4p0,False,False,False
IuUbsV,False,False,False
XYNeF6,False,False,False
6DSLK7,False,False,False
rlXVck,False,False,False
vv8Nbl,False,False,False
cDMaJY,False,False,False
ZXFtKg,False,False,False
SK7PKu,False,False,False
BjZugH,False,False,False
oJzE1p,False,False,False
jM7P4w,False,False,False
Um6WDG,False,False,False
NBM1bW,False,False,False
AwJLAF,False,False,False
SfHl0D,False,False,False
O0ZrBa,False,False,False
r53FFj,False,False,False
lRHJ63,False,False,False
GZ8G1A,False,False,False
7KCQHF,False,False,False
gE1E2n,False,False,False
wMxKXl,False,False,False
teHEXY,False,False,False
UsACAD,False,False,False
Ljl3K7,False,False,False
kWoStB,False,False,False
qf5EM4,False,False,False
RRJ7uA,False,False,False
hb2TsW,False,False,False
UT1aUw,False,False,False
0yW3im,False,False,False
l1WsYY,False,False,False
UlgXS6,False,False,False
sbAJlV,False,False,False
XrnKOb,False,False,False
XXaDJV,False,False,False
GNVcYG,False,True,True
kJNcJT,False,False,False
0LJ7Jc,False,False,False
HORgSJ,False,False,False
d2b7OJ,False,False,False
HE6iVs,False,False,False
EPMbi5,False,False,False
hXOxTs,False,False,False
vSoNrU,False,False,False
dRdaPI,False,False,False
1LaP7Y,False,False,False
LMsWx8,False,False,False
tQFRmV,False,False,False
oaGGB0,False,False,False
4C3Uh4,False,False,False
WktQlA,False,False,False
E6wMve,False,False,False
xP8fHT,False,False,False
fm4Avz,False,False,False
dXYe49,False,False,False
P9MtKh,False,False,False
k6Yv3l,False,False,False
mywCrQ,False,False,False
z1omll,False,False,False
TJldxG,False,False,False
sKwVdf,False,False,False
ByGwWD,False,False,False
kl4JMX,False,False,False
yusgTp,False,False,False
aDt1vj,False,False,False
osmaQr,False,False,False
vIzEiH,False,False,False
iJ8TD8,False,False,False
NcuJJB,False,False,False
UcohRD,False,False,False
YN8DJW,False,False,False
6e5qa1,False,False,False
B00ByC,False,False,False
bbzHAr,False,False,False
6kdEua,False,False,False
HI7YqH,False,False,False
5uueEz,False,False,False
6YxIaN,False,False,False
GBLCX7,False,False,False
s0r7ae,False,False,False
MJWuGN,False,False,False
4gGtTL,False,False,False
rFbQ4w,False,False,False
ZetlO5,False,False,False
hURwGD,False,False,False
tKVyfB,False,False,False
hyqeEx,False,False,False
s0MIci,False,True,True
1wWqpI,False,False,False
yCcsyX,False,False,False
mU7idL,False,False,False
07j9L5,False,False,False
d6CCol,False,False,False
BsujGM,False,False,False
z4Cvnb,False,False,False
PkuRTC,False,False,False
KyiqCQ,False,False,False
pGFBTI,False,False,False
PHXaOw,False,False,False
R2WLnT,False,False,False
BXnuFr,False,False,False
mSgRWn,False,False,False
qOa4LQ,False,False,False
ZYk4IS,False,False,False
r8hYpc,False,False,False
LAzJyL,False,False,False
UYUx5L,False,False,False
K4Kul5,False,False,False
6rxEhQ,False,False,False
wGOwy4,False,False,False
ramwkQ,False,False,False
Hq5WO3,False,False,False
mPxyUq,False,False,False
5IHbR2,False,False,False
Y2GWov,False,False,False
9L5TBX,False,False,False
T6uAKR,False,False,False
m9GKys,False,False,False
8Tc1W7,False,False,False
Jv6638,False,False,False
GP4FJ1,False,False,False
Aar38p,False,False,False
EDjwK8,True,False,True
NNp5bi,False,True,True
rEPATA,False,False,False
2RbaQd,False,False,False
U09sHJ,False,False,False
xzafuh,False,False,False
pD55E5,False,False,False
2Zjvag,False,False,False
jqvgAc,False,False,False
sLN59P,False,False,False
ATBRL9,True,False,True
Guax4F,False,False,False
RRj3VA,False,False,False
0ssmQ4,False,False,False
Hg0SgT,False,False,False
lJvnZu,False,False,False
AMn64w,True,False,True
8fx0GI,False,False,False
WnvU8J,False,False,False
ptLaj3,False,False,False
4uadxE,False,False,False
jBQlTc,False,False,False
3QRzbv,False,False,False
zPPhOX,False,False,False
pn8K9m,False,False,False
Onn9FB,False,False,False
Kr6ZJ5,False,False,False
Vmtgxw,False,False,False
1j8Lz2,False,False,False
NnURx7,False,False,False
LqoNRd,False,True,True
RPqNcF,False,False,False
G7OZjg,False,False,False
38aVKs,False,False,False
cxI9D6,False,False,False
xmhGbR,False,False,False
jzBJHZ,False,False,False
L8X1Tj,False,False,False
CPaUl4,False,False,False
w75ivF,False,False,False
llka8j,False,False,False
7CkovV,False,False,False
4Bp3tv,False,False,False
GHIeYY,False,False,False
05xssz,False,False,False
UuTCb6,False,False,False
8CpwTr,False,False,False
QvByDz,False,False,False
9u4D3v,False,False,False
Je02Yf,False,False,False
5hptxU,False,False,False
2nXbZM,False,False,False
zF5p0b,False,False,False
atITrl,False,False,False
66UiSv,False,False,False
uocqUy,False,False,False
6WQ4NI,False,False,False
kyhNQX,False,False,False
q0BM7r,False,False,False
RC1PhO,False,False,False
5tLZb6,False,False,False
uHtSK6,False,False,False
nEwY2e,False,False,False
cRMcYE,False,False,False
IBhLMV,False,False,False
ZKvq23,False,False,False
CXHIjd,False,False,False
DOOPip,False,False,False
BDdWwH,False,True,True
SxmeoU,False,False,False
NsuxqY,False,False,False
L4tydb,False,False,False
OtsTew,False,False,False
Bnh8IE,False,False,False
xKhXyt,False,False,False
8rEXAp,False,False,False
1F7Rsi,False,False,False
AzYBTU,False,False,False
FwGwcd,False,False,False
b6Xe62,False,False,False
